"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Identifier"
"6/23/21","2","DSCN8260",3,1046,0.494059638,36.84075349,"PZ",1,"part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light",8091,8108,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.002390686,"PZ",2021,6,23,10,46,"","",NA,4,259584.8327,54946.5,"LB","LB","LB",3.35400103421103e-08,5.37668423451542e-08,0.3321139,0.5195814,812.753354895461,100,0.123038557020598,"PZ85"
"6/23/21","2","DSCN8261",1,1106,0.486580468,36.8400883,"PZ",1,"part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Cynodon nlemfuensis","light",8119,8178,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.00319397,"PZ",2021,6,23,11,6,"","",NA,4,259510.4956,54119.2608,"OG","OG","LB",4.92143790259648e-08,7.07318770236186e-08,0.3060285,0.4637701,1497.15183659292,100,0.0667934925208147,"PZ86"
"6/23/21","1","DSCN8262",3,1206,0.450491249,36.85423951,"PZ",0,"full","light","no rain","Grazing","hoof","brown with some green","Aristida adscensionis","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","light",8200,8220,4,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"",0.006538242,"PZ",2021,6,23,12,6,"","",NA,4,261085,50127,"LB","LB","MB",3.31878805018551e-08,6.50473195006617e-08,0.3135922,0.4752796,1801.1583645623,140,0.0777277571780945,"PZ80"
"6/23/21","1","DSCN8263",1,1217,0.448746726,36.85551446,"PZ",1,"full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum mezzianum","medium",8221,8255,9,1,NA,NA,3,1,NA,1,NA,NA,2,1,"",0.007455037,"PZ",2021,6,23,12,17,"","",NA,4,261226.909,49934,"LB","MB","LB",3.67107242752003e-08,4.08498882765853e-08,0.3521647,0.5634398,2030.89796532898,140,0.0689350240091038,"PZ81"
"6/24/21","2","DSCN5581",2,1028,0.501268394,36.84943112,"PZ",1,"full","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light",8264,8294,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.002100406,"PZ",2021,6,24,10,28,"Impala","",NA,4,260551.3467,55743.53313,"LB","LB","MB",2.28937760361209e-08,6.48472600355822e-08,0.3308021,0.5012585,1313.8352028274,170,0.129392179197318,"PZ89"
"6/24/21","2","DSCN5567",1,1113,0.481974287,36.84456244,"PZ",0,"full","no wind","no rain","Grazing","hock","brown","Enteropogon macrostachyus","Pennisetum stramineum","Chloris roxburghiana","Cynodon plectostachyus","light",8365,8380,7,1,NA,NA,3,NA,NA,NA,NA,1,2,NA,"",0.000662793,"PZ",2021,6,24,11,13,"","",NA,4,260008.529,53609.61691,"LB","MB","MB",4.12646305671227e-08,6.84150735696722e-08,0.370226,0.5883567,1655.04660389336,170,0.102716140802367,"PZ90"
"6/24/21","1","DSCN5568",2,1159,0.478699419,36.84138812,"PZ",0,"full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cenchrus ciliaris","Pennisetum mezzianum","Enteropogon macrostachyus","light",8417,8427,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.002608865,"PZ",2021,6,24,11,59,"Impala","",NA,4,259654.9519,53247.5,"OG","OG","OG",4.4870823160998e-08,7.52154321616429e-08,0.2552153,0.3514885,1711.42720123108,100,0.0584307646437204,"PZ87"
"6/24/21","1","DSCN5569",1,1221,0.481201228,36.84053526,"PZ",1,"full","no wind","no rain","Grazing","hoof","brown with some green","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cenchrus ciliaris","light",8428,8464,7,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,"",0.00048236,"PZ",2021,6,24,12,21,"","",NA,4,259560.0736,53524.25262,"MB","MB","MB",5.1089069984251e-08,6.49384279839955e-08,0.4603175,0.8249716,1995.95717824652,100,0.0501012752627521,"PZ88"
"6/28/21","2","DSCN7830",1,1009,0.49560426,36.85397991,"PZ",0,"full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Cymbopogon pospischilii","light",8465,8479,5,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,"",0.005395967,"PZ",2021,6,28,10,9,"Grants gazelle","",NA,4,261057.6467,55116.86756,"OG","LB","LB",2.55855796995714e-08,5.3237289701179e-08,0.3330085,0.5096183,1441.81079901439,344,0.238588863556253,"PZ97"
"6/28/21","1","DSCN5580",1,1122,0.466316845,36.85124417,"PZ",0,"part","light","no rain","Walking","belly","brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","medium",8480,8491,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",9.05e-05,"PZ",2021,6,28,11,22,"Impala","",NA,4,260751.9973,51877.53922,"LB","LB","LB",2.56654269255701e-08,6.4467731924677e-08,0.357868,0.5747126,1307.73703581965,200,0.15293594547059,"PZ95"
