"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.to.mob","Closest.mob.size","Scaled.mob.size"
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","3","","3","","","","","","","","","","","0.001423404","GZ","2021","6","16","11","8","","","","4","OG","LB","OG","2.63302471614692e-08","5.17951381601036e-08","0.3095624","0.4701125","4.61958321808434e-05","220","4762324.07517539"
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","13","","","","","","","","","","","","","0.001423404","PZ","2021","6","16","11","8","","","","4","OG","LB","OG","2.63302471614692e-08","5.17951381601036e-08","0.3095624","0.4701125","4.61958321808434e-05","220","4762324.07517539"
"6/16/21","1","DSCN7376","2","1123","0.462980719","36.84841126","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Eragrostis racemosa","Cymbopogon pospischilii","light","7167","7170","2","1","","1","","","","","","","","","","0.003230413","PZ","2021","6","16","11","23","Impala","","","4","OG","OG","LB","2.13497413610216e-08","8.22527785607801e-08","0.3181818","0.4890644","0.000338520441811522","300","886209.145225316"
"6/16/21","1","DSCN7376","3","1133","0.450641962","36.84426864","GZ","0","part","no wind","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","light","7171","7176","1","1","","","","","","","","","","","","0.001002709","GZ","2021","6","16","11","33","","","","4","OG","OG","OG","3.96102062445191e-08","4.13840742438255e-08","0.2790205","0.4161984","0.000962090070430803","300","311821.084156453"
"6/16/21","2","DSCN7378","1","1159","0.47823054","36.85956712","PZ","0","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon dactylon","Cynodon plectostachyus","Eragrostis tenuifolia","light","7177","7210","13","1","2","","5","","","","","","5","","","0.00319769","PZ","2021","6","16","11","59","","","","4","OG","OG","LB","2.35270480005159e-08","7.97969379997231e-08","0.3174946","0.4728039","3.28645478404532e-07","300","912560079.779532"
"6/16/21","2","DSCN7378","2","1210","0.496944089","36.85408539","PZ","0","part","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","","light","7211","7216","4","","4","","","","","","","","","","","0.004784658","PZ","2021","6","16","12","10","","","","3","LB","LB","LB","1.98853936212413e-08","7.69398146189162e-08","0.3230214","0.4998006","1.57014825031244e-05","150","9553177.20173439"
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","8","","2","3","","2","1","","","","","","","0.002614663","GZ","2021","6","16","12","33","Elephant","","","4","MB","MB","OG","4.73614122249303e-08","5.98160972258612e-08","0.3522699","0.5536953","5.45383577075055e-05","160","2933709.65600263"
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","21","","","","","","","","","","","","","0.002614663","PZ","2021","6","16","12","33","Elephant","","","4","MB","MB","OG","4.73614122249303e-08","5.98160972258612e-08","0.3522699","0.5536953","5.45383577075055e-05","160","2933709.65600263"
"6/16/21","2","DSCN7379","3","1245","0.502497602","36.842789","GZ","0","part","no wind","no rain","Standing","hoof","brown","Cynodon plectostachyus","Cynodon dactylon","Eragrostis tenuifolia","Pennisetum stramineum","light","7268","7278","2","","","","","","","","","1","1","","","0.002450282","GZ","2021","6","16","12","45","","","","4","OG","LB","LB","4.94611096023458e-08","6.21802720043741e-08","0.3171296","0.4638721","2.66759484961832e-05","160","5997889.83075558"
"6/16/21","2","DSCN7380","1","1257","0.494742247","36.84913502","PZ","0","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","Chloris virgata","light","7278","7310","13","","","","","","","","","","","","","0.000488901","PZ","2021","6","16","12","57","","","","4","MB","MB","MB","3.96818102091164e-08","4.52487932088449e-08","0.3825924","0.5969712","0","200","2e+12"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","PZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","16","2","","","6","2","","","2","2","2","","","0.001779694","PZ","2021","6","16","13","3","","","","4","OG","OG","OG","5.74994891839711e-08","5.90618471844542e-08","0.2668275","0.3927327","2.18301785611045e-05","220","10077745.8878596"
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","GZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","1","","","","","","1","","","","","","","0.001779694","GZ","2021","6","16","13","3","","","","4","OG","OG","OG","5.74994891839711e-08","5.90618471844542e-08","0.2668275","0.3927327","2.18301785611045e-05","220","10077745.8878596"
"6/16/21","2","DSCN7381","1","1326","0.453489833","36.85927947","GZ","0","part","no wind","no rain","Resting","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","Enteropogon macrostachyus","medium","7358","7374","3","","","1","","2","","","","","","","","0.008448024","GZ","2021","6","16","13","26","","","","4","OG","LB","OG","3.33358251908558e-08","5.16192881879961e-08","0.302554","0.4360753","0.000584291979043524","300","513441.839723542"
"6/18/21","1","DSCN7109","1","1046","0.478802341","36.84667688","GZ","0","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","7564","7584","5","1","","1","","1","1","","","","1","","","0.002208407","GZ","2021","6","18","10","46","","","","3","OG","LB","LB","2.98956824792545e-08","6.09258334821722e-08","0.3008172","0.4625412","1.14162200696768e-05","300","26278170.0380703"
"6/18/21","1","DSCN7109","2","1054","0.478525048","36.84778555","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","medium","7585","7600","9","1","","","4","","","","2","2","","","","0.001951036","GZ","2021","6","18","10","54","","","","4","LB","MB","LB","3.96421552043209e-08","5.93909332039346e-08","0.3562348","0.5865847","1.88610438151243e-05","300","15905716.1612562"
"6/18/21","1","DSCN7110","1","1110","0.467659731","36.85018788","GZ","0","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","Chloris roxburghiana","medium","7601","7608","1","1","","","","","","","","","","","Looking sick and emaciated","0.000499807","GZ","2021","6","18","11","10","","","","4","LB","LB","LB","3.05039469607781e-08","5.94159059612441e-08","0.3229376","0.4984859","2.51131662600865e-06","240","95563594.4727448"
"6/21/21","2","DSCN7107","2","1008","0.479303033","36.86117933","PZ","0","no sun","light","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","","medium","7609","7613","8","1","","","2","","","","","2","","","","0.001793995","PZ","2021","6","21","10","8","","","","3","OG","OG","OG","2.27495153900762e-08","8.08944783891694e-08","0.3488255","0.5673788","5.68861230977081e-05","200","3515789.74853856"
"6/21/21","2","DSCN7107","3","1020","0.483049598","36.86025661","GZ","1","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","7614","7662","12","1","","","4","1","","","","2","1","1","","0.004865595","GZ","2021","6","21","10","20","Oryx","","","3","OG","OG","OG","6.25605017039907e-08","7.14573297024315e-08","0.2864231","0.4203906","1.41997143527434e-05","200","14084691.1819914"
"6/21/21","2","DSCN7107","3","1020","0.483049598","36.86025661","PZ","1","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","7614","7662","8","","","1","2","1","1","1","2","","","","","0.004865595","PZ","2021","6","21","10","20","Oryx","","","3","OG","OG","OG","6.25605017039907e-08","7.14573297024315e-08","0.2864231","0.4203906","1.41997143527434e-05","200","14084691.1819914"
"6/21/21","2","DSCN7108","2","1051","0.488250397","36.8572875","PZ","0","full","light","no rain","Standing","hoof","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","light","7663","7689","30","","","","","","","","","","","","","0.006602947","PZ","2021","6","21","10","51","","","","4","OG","OG","OG","4.34797510089919e-08","7.52768840088099e-08","0.3348687","0.5113956","7.95551012760814e-06","162","20362988.8093455"
"6/22/21","1","DSCN8001","1","1011","0.471868615","36.84001501","PZ","0","full","medium","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","medium","7690","7785","27","2","","2","9","4","1","2","","5","1","1","Rongai Area ","0.003967703","PZ","2021","6","22","10","11","Impala","","","4","LB","LB","LB","2.34814043249996e-08","6.92281393270471e-08","0.3241964","0.4966407","1.88289626919389e-06","150","79660274.6665105"
"6/22/21","1","DSCN8001","2","1037","0.462608782","36.83336112","PZ","0","full","medium","no rain","Walking","belly","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Themeda triandra","Chloris roxburghiana","medium","7786","7793","1","","1","","","","","","","","","","Rongai Area ","0.009767901","PZ","2021","6","22","10","37","","","","4","OG","OG","OG","4.83613779233342e-08","6.42254299242113e-08","0.306828","0.4570914","5.88743730154873e-05","100","1698529.00379583"
"6/22/21","1","DSCN8001","3","1047","0.458429028","36.83380688","GZ","0","full","light","no rain","Grazing","belly","brown with some green","Enteropogon macrostachyus","Pennisetum stramineum","Cenchrus ciliaris","Cymbopogon pospischilii","medium","7794","7825","5","","","","1","2","2","","","1","","","Rongai Area","0.008266234","GZ","2021","6","22","10","47","Giraffes"," Impala","","4","OG","OG","OG","2.54301811840767e-08","6.49240391838085e-08","0.2878645","0.4457068","6.70201865597175e-05","100","1492085.53310044"
"6/22/21","1","DSCN8002","1","1102","0.450268108","36.8081354","GZ","0","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","","","thick","7826","7838","3","","3","","","","","","","","","","Soing'ash Dam Area","0.00333785","GZ","2021","6","22","11","2","","","","2","OG","OG","OG","0.000207241408496545","0.000207324854320545","0.3006397","0.4588184","0.00122633720775174","100","81543.6335239048"
"6/22/21","1","DSCN8002","2","1116","0.462850205","36.83950902","GZ","1","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","Enteropogon macrostachyus","","7839","7913","7","","7","","","","","","","","","","Soing'ash Dam Area","0.003830163","GZ","2021","6","22","11","16","Impala","","","4","MB","MB","MB","6.90148774250074e-08","7.24179324274837e-08","0.4007667","0.6857402","2.62232092488574e-06","100","38132703.6598281"
"6/22/21","1","DSCN8002","2","1116","0.462850205","36.83950902","PZ","1","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","Enteropogon macrostachyus","","7839","7913","3","1","","1","","1","","","","","","","Soing'ash Dam Area","0.003830163","PZ","2021","6","22","11","16","Impala","","","4","MB","MB","MB","6.90148774250074e-08","7.24179324274837e-08","0.4007667","0.6857402","2.62232092488574e-06","100","38132703.6598281"
"6/22/21","1","DSCN 8003","1","1214","0.466562639","36.8499989","GZ","0","full","light","no rain","Grazing","hock","brown with some green","Enteropogon macrostachyus","Pennisetum stramineum","Cynodon plectostachyus","Cenchrus ciliaris","light","7923","7996","8","","","4","","1","","2","","","","","","0.001023276","GZ","2021","6","22","12","14","Impala","","","4","LB","LB","LB","4.1345823120908e-08","6.64752521222673e-08","0.2903226","0.421638","3.25563822374327e-05","160","4914535.87746761"
"6/23/21","2","DSCN8259","2","1014","0.498823178","36.85371225","PZ","1","part","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","light","8006","8045","9","1","","","3","1","","","","","2","1","","0.004908401","PZ","2021","6","23","10","14","","","","4","LB","LB","MB","2.73674869833143e-08","5.22068789831369e-08","0.3097813","0.4559926","1.4450254254645e-05","80","5536196.45513426"
"6/23/21","2","DSCN8259","2","1014","0.498823178","36.85371225","GZ","1","part","light","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","light","8006","8045","9","","","1","","","","","","","","","","0.004908401","GZ","2021","6","23","10","14","","","","4","LB","LB","MB","2.73674869833143e-08","5.22068789831369e-08","0.3097813","0.4559926","1.4450254254645e-05","80","5536196.45513426"
"6/23/21","2","DSCN8260","1","1029","0.498397601","36.84664488","GZ","1","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","8046","8069","4","","","2","","1","1","","","","","","","0.001331184","GZ","2021","6","23","10","29","Impala","","","4","LB","OG","LB","1.93201092018198e-08","7.43146982003027e-08","0.3153602","0.471066","0","100","1e+12"
"6/23/21","2","DSCN8260","1","1029","0.498397601","36.84664488","PZ","1","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","light","8046","8069","7","","","","","","","","","","","","","0.001331184","PZ","2021","6","23","10","29","Impala","","","4","LB","OG","LB","1.93201092018198e-08","7.43146982003027e-08","0.3153602","0.471066","0","100","1e+12"
"6/23/21","2","DSCN8260","2","1039","0.498133825","36.84461536","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum mezzianum","light","8070","8090","8","1","","","3","1","","","","","3","","","0.000285583","PZ","2021","6","23","10","39","","","","4","LB","MB","LB","5.90812202250977e-08","6.59309952234904e-08","0.3599197","0.5664772","4.18852920857876e-06","100","23874159.0674079"
"6/23/21","2","DSCN8260","3","1046","0.494059638","36.84075349","GZ","1","part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light","8091","8108","3","1","","","1","","","","","","1","","","0.002390686","GZ","2021","6","23","10","46","","","","4","LB","LB","LB","3.35400103421103e-08","5.37668423451542e-08","0.3321139","0.5195814","5.35263991214945e-05","100","1868233.52248426"
"6/23/21","2","DSCN8260","3","1046","0.494059638","36.84075349","PZ","1","part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","light","8091","8108","1","","1","","","","","","","","","","","0.002390686","PZ","2021","6","23","10","46","","","","4","LB","LB","LB","3.35400103421103e-08","5.37668423451542e-08","0.3321139","0.5195814","5.35263991214945e-05","100","1868233.52248426"
"6/23/21","2","DSCN8261","1","1106","0.486580468","36.8400883","GZ","1","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Cynodon nlemfuensis","light","8119","8178","8","1","","1","","1","1","3","1","","","","","0.00319397","GZ","2021","6","23","11","6","","","","4","OG","OG","LB","4.92143790259648e-08","7.07318770236186e-08","0.3060285","0.4637701","2.99865281256483e-05","120","4001783.71163249"
"6/23/21","2","DSCN8261","1","1106","0.486580468","36.8400883","PZ","1","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Cynodon nlemfuensis","light","8119","8178","15","","","","","","","","","","","","","0.00319397","PZ","2021","6","23","11","6","","","","4","OG","OG","LB","4.92143790259648e-08","7.07318770236186e-08","0.3060285","0.4637701","2.99865281256483e-05","120","4001783.71163249"
"6/23/21","1","DSCN8262","1","1150","0.463904018","36.84956554","GZ","0","part","light","no rain","Walking","hock","brown","Cynodon plectostachyus","Digitaria macroblefara","Pennisetum stramineum","Enteropogon macrostachyus","light","8179","8199","2","","","2","","","","","","","","","","0.001917915","GZ","2021","6","23","11","50","Impala","","","4","OG","LB","OG","3.49791895239382e-08","6.42556415240885e-08","0.2935561","0.4382839","7.03442546488845e-05","160","2274525.0958463"
"6/23/21","1","DSCN8262","3","1206","0.450491249","36.85423951","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Aristida adscensionis","Pennisetum mezzianum","Pennisetum stramineum","Microchloa kunthii","light","8200","8220","4","1","","","1","","","1","","","","","","0.006538242","PZ","2021","6","23","12","6","","","","4","LB","LB","MB","3.31878805018551e-08","6.50473195006617e-08","0.3135922","0.4752796","0.000262875682668811","140","532570.929808249"
"6/23/21","1","DSCN8263","1","1217","0.448746726","36.85551446","GZ","1","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum mezzianum","medium","8221","8255","7","","","1","3","","","","","","1","2","","0.007455037","GZ","2021","6","23","12","17","","","","4","LB","MB","LB","3.67107242752003e-08","4.08498882765853e-08","0.3521647","0.5634398","0.000334365652599197","140","418703.168346961"
"6/23/21","1","DSCN8263","1","1217","0.448746726","36.85551446","PZ","1","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum mezzianum","medium","8221","8255","9","1","","","3","1","","1","","","2","1","","0.007455037","PZ","2021","6","23","12","17","","","","4","LB","MB","LB","3.67107242752003e-08","4.08498882765853e-08","0.3521647","0.5634398","0.000334365652599197","140","418703.168346961"
"6/24/21","2","DSCN5581","2","1028","0.501268394","36.84943112","GZ","1","full","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","8264","8294","1","","","1","","","","","","","","","","0.002100406","GZ","2021","6","24","10","28","Impala","","","4","LB","LB","MB","2.28937760361209e-08","6.48472600355822e-08","0.3308021","0.5012585","2.20602069003877e-06","80","36262748.6162573"
"6/24/21","2","DSCN5581","2","1028","0.501268394","36.84943112","PZ","1","full","no wind","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","8264","8294","20","","","","","","","","","","","","","0.002100406","PZ","2021","6","24","10","28","Impala","","","4","LB","LB","MB","2.28937760361209e-08","6.48472600355822e-08","0.3308021","0.5012585","2.20602069003877e-06","80","36262748.6162573"
"6/24/21","2","DSCN5581","3","1052","0.49736136","36.84057105","GZ","0","full","no wind","no rain","Standing","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum mezzianum","Pennisetum stramineum","light","8295","8364","9","","","2","2","1","2","","","1","1","","","0.003389822","GZ","2021","6","24","10","52","","","","4","OG","OG","OG","6.79090961000428e-08","6.82291860994116e-08","0.2633142","0.3781692","3.79652062789602e-05","100","2633983.75520069"
"6/24/21","1","DSCN5568","1","1143","0.479576827","36.83947116","GZ","0","full","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cenchrus ciliaris","light","8365","8416","11","","7","2","","1","","1","","","","","","0.000523947","GZ","2021","6","24","11","43","","","","4","LB","LB","LB","5.35609911315702e-08","6.82134881286181e-08","0.2962428","0.4390975","4.50398996184553e-06","120","26642451.8640899"
"6/24/21","2","DSCN5567","1","1113","0.481974287","36.84456244","PZ","0","full","no wind","no rain","Grazing","hock","brown","Enteropogon macrostachyus","Pennisetum stramineum","Chloris roxburghiana","Cynodon plectostachyus","light","8365","8380","7","1","","","3","","","","","1","2","","","0.000662793","PZ","2021","6","24","11","13","","","","4","LB","MB","MB","4.12646305671227e-08","6.84150735696722e-08","0.370226","0.5883567","1.04950795337208e-05","100","9528183.83703695"
"6/24/21","1","DSCN5568","2","1159","0.478699419","36.84138812","PZ","0","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cenchrus ciliaris","Pennisetum mezzianum","Enteropogon macrostachyus","light","8417","8427","8","","","","","","","","","","","","","0.002608865","PZ","2021","6","24","11","59","Impala","","","4","OG","OG","OG","4.4870823160998e-08","7.52154321616429e-08","0.2552153","0.3514885","6.32194682929499e-06","120","18981194.4201277"
"6/24/21","1","DSCN5569","1","1221","0.481201228","36.84053526","PZ","1","full","no wind","no rain","Grazing","hoof","brown with some green","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cenchrus ciliaris","light","8428","8464","7","1","","","3","","","","","","3","","","0.00048236","PZ","2021","6","24","12","21","","","","4","MB","MB","MB","5.1089069984251e-08","6.49384279839955e-08","0.4603175","0.8249716","1.21703268120873e-07","120","985195240.253458"
"6/24/21","1","DSCN5569","1","1221","0.481201228","36.84053526","GZ","1","full","no wind","no rain","Grazing","hoof","brown with some green","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cenchrus ciliaris","light","8429","8464","2","","2","","","","","","","","","","","0.00048236","GZ","2021","6","24","12","21","","","","4","MB","MB","MB","5.1089069984251e-08","6.49384279839955e-08","0.4603175","0.8249716","1.21703268120873e-07","120","985195240.253458"
"6/28/21","2","DSCN7830","1","1009","0.49560426","36.85397991","PZ","0","full","light","no rain","Grazing","hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Cymbopogon pospischilii","light","8465","8479","5","1","","2","","2","","","","","","","","0.005395967","PZ","2021","6","28","10","9","Grants gazelle","","","4","OG","LB","LB","2.55855796995714e-08","5.3237289701179e-08","0.3330085","0.5096183","0.000167688453837085","344","2051422.06864165"
"6/28/21","1","DSCN5580","1","1122","0.466316845","36.85124417","PZ","0","part","light","no rain","Walking","belly","brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","medium","8480","8491","6","","6","","","","","","","","","","","9.05e-05","PZ","2021","6","28","11","22","Impala","","","4","LB","LB","LB","2.56654269255701e-08","6.4467731924677e-08","0.357868","0.5747126","0.000138176685375216","200","1447421.13848505"
"6/28/21","1","DSCN5580","2","1158","0.463082854","36.84269619","GZ","1","part","medium","no rain","Grazing","belly","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","Enteropogon macrostachyus","light","8492","8532","8","","8","","","","","","","","","","","0.000736558","GZ","2021","6","28","11","58","Impala"," Elephant","","4","LB","LB","LB","5.29293454160817e-08","5.30581702157059e-08","0.3336671","0.5165866","6.86187971175811e-06","200","29146107.7416619"
"6/28/21","1","DSCN5580","2","1158","0.463082854","36.84269619","PZ","1","part","medium","no rain","Grazing","belly","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","Enteropogon macrostachyus","light","8492","8532","4","1","","","1","1","","","","","1","","","0.000736558","PZ","2021","6","28","11","58","Impala"," Elephant","","4","LB","LB","LB","5.29293454160817e-08","5.30581702157059e-08","0.3336671","0.5165866","6.86187971175811e-06","200","29146107.7416619"
"6/29/21","1","DSCN0532","1","1057","0.467679028","36.83982995","PZ","0","full","light","no rain","Walking","belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","","light","8534","8539","6","1","","1","1","2","","","","1","","","","0.003972526","PZ","2021","6","29","10","57","","","","3","OG","OG","OG","4.49545948838914e-08","6.03968368844722e-08","0.2909091","0.415954","3.24222399349174e-05","200","6168586.24027345"
"6/29/21","1","DSCN0532","2","1112","0.476218927","36.84114887","GZ","1","part","no wind","no rain","","hoof","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","light","8540","8574","8","","2","2","2","","","1","","1","","","","0.003092912","GZ","2021","6","29","11","12","","","","4","LB","OG","OG","2.53968294290818e-08","7.08614264285903e-08","0.3067542","0.4499484","0.000202737954754916","200","986494.618594293"
"6/29/21","1","DSCN0532","2","1112","0.476218927","36.84114887","PZ","1","part","no wind","no rain","","hoof","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","light","8540","8574","4","1","","3","","","","","","","","","","0.003092912","PZ","2021","6","29","11","12","","","","4","LB","OG","OG","2.53968294290818e-08","7.08614264285903e-08","0.3067542","0.4499484","0.000202737954754916","200","986494.618594293"
"6/29/21","1","DSCN0532","3","1132","0.482158269","36.84013078","PZ","0","full","light","no rain","Walking","belly","brown","Cynodon dactylon","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","","8575","8478","4","1","","3","","","","","","","","","","0.00041825","PZ","2021","6","29","11","32","","","","4","LB","LB","LB","3.61864829611223e-08","4.25914419608956e-08","0.3160132","0.4621762","0.000146601447721996","344","2346496.3729601"
"6/29/21","1","DSCN0533","2","1201","0.439872541","36.84942257","PZ","0","no sun","no wind","no rain","Standing","hock","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cenchrus ciliaris","","light","8578","8586","6","1","","3","1","","","","","1","","","","0.005878839","PZ","2021","6","29","12","1","","","","3","LB","LB","LB","4.02163687807908e-08","5.117041978193e-08","0.3613398","0.6045783","0.000121856403021539","300","2461912.10613498"
