"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.zebras","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","Distance.from.water"
"6/12/21","2","DSCN3247","2","1057","0.463730569","36.8360119","GZ","0","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Eragrostis tenuifolia","Chloris roxburghiana","medium","3176","3195","5","","","1","","","4","","","","","","Rongai Area","2021","6","12","10","57","Impala"," Oryx","","4",NA
"6/12/21","2","DSCN3248","1","1158","0.453275435","36.84151147","PZ","0","full","no wind","no rain","Standing","hock","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","","light","3196","3204","5","1","","2","","1","","1","","","","","Soing'ash Dam Area ","2021","6","12","11","58","Elephant","","","3",NA
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3271","3329","35","1","12","1","7","2","","","1","4","1","1","","2021","6","17","11","0","","","","4",NA
"6/17/21","2","DSCN7997","2","1100","0.485345348","36.85832857","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","Enteropogon macrostachyus","medium","3330","3343","1","","","1","","","","","","","","","","2021","6","17","11","0","","","","4",NA
"6/17/21","2","DSCN7998","1","1218","0.495867459","36.85341515","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","Digitaria macroblefara","light","3368","3409","22","2","","","7","3","","","1","2","4","","","2021","6","17","12","18","","","","4",NA
"6/17/21","2","DSCN7998","2","1240","0.49890006","36.85149937","GZ","0","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","medium","3410","3441","5","","","2","","2","","","","","","","","2021","6","17","12","40","","","","3",NA
"6/17/21","1","DSCN8005","1","1345","0.481106358","36.84576039","GZ","0","full","light","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus rubicundus","","open grassland","3442","3445","1","","","","","","1","","","","","","","2021","6","17","13","45","","","","3",NA
"6/17/21","1","DSCN8005","2","1407","0.478605384","36.8441942","GZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","3","","3","","","","","","","","","","","2021","6","17","14","7","Elephant","","","2",NA
"6/17/21","1","DSCN8005","2","1407","0.478605384","36.8441942","PZ","1","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","3446","3458","5","","","","","","","","","","","","","2021","6","17","14","7","Elephant","","","2",NA
"6/17/21","1","DSCN8005","3","1448","0.463599599","36.85093968","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Pennisetum stramineum","Enteropogon macrostachyus","","","medium","3459","3464","5","1","","","2","","1","","2","","","","","2021","6","17","14","48","","","","2",NA
"6/18/21","2","DSCN7111","1","1018","0.476327475","36.85975704","PZ","0","full","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","Cyperus rubicundus","light","3475","3499","7","1","","","3","","","","","1","","2","","2021","6","18","10","18","","","","4",NA
"6/18/21","2","DSCN7111","2","1026","0.480382894","36.86146569","PZ","0","full","no wind","no rain","Resting","","brown","Cyperus rubicundus","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","3500","3514","5","1","","","","2","","2","","","","","DSCN3510 collared","2021","6","18","10","26","Impala","","","4",NA
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","GZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","6","1","","2","","1","1","1","","","","","","2021","6","18","10","41","Impala","","","4",NA
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","PZ","1","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","2","","","","","","","","","","","","","2021","6","18","10","41","Impala","","","4",NA
"6/18/21","2","DSCN7112","1","1041","0.499592772","36.85476823","Cattle","","full","no wind","no rain","Grazing","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Pennisetum mezzianum","Aristida adscensionis","light","3515","3530","300","","","","","","","","","","","","","2021","6","18","10","41","Impala","","","4",NA
"6/18/21","2","DSCN7112","3","1110","0.48732613","36.84671643","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","Pennisetum mezzianum","light","3531","3537","1","1","","","","","","","","","","","","2021","6","18","11","10","","","","4",NA
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","1","1","","","","","","","","","","","","2021","6","21","10","53","","","","4",NA
"6/21/21","1","DSCN3627","2","1053","0.46701693","36.8402486","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Cynodon plectostachyus","light","3538","3555","7","1","","2","1","1","1","","1","","","","","2021","6","21","10","53","","","","4",NA
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","5","","3","","1","","","","","1","","","","2021","6","21","11","36","Giraffe","","","4",NA
"6/21/21","1","DSCN3627","3","1136","0.470712417","36.83985874","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","Cenchrus ciliaris","light","3556","3604","4","1","","2","","","1","","","","","","","2021","6","21","11","36","Giraffe","","","4",NA
"6/21/21","1","DSCN3628","1","1149","0.483614058","36.84230352","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","3605","3610","1","1","","","","","","","","","","","","2021","6","21","11","49","","","","4",NA
"6/21/21","1","DSCN3628","2","1253","0.454465578","36.84203038","GZ","0","full","light","no rain","Grazing","hoof","brown","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Eragrostis tenuifolia","light","3611","3621","2","","2","","","","","","","","","","","2021","6","21","12","53","Elephant","","","4",NA
"6/7/21","2","DSCN2754","1","1025","0.476369231","36.86187213","GZ","0","full","light","no rain","Grazing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Cynodon nlemfuensis","","light","5625","5642","5","","5","","","","","","","","","","","2021","6","7","10","25","Cattle","","","3",NA
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","21","1","1","6","6","1","","","3","3","","","","2021","6","7","11","10","","","","3",NA
"6/7/21","2","DSCN2754","2","1110","0.499373496","36.85224601","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon dactylon","Cynodon nlemfuensis","Pennisetum stramineum","","open grassland","5643","5746","16","","","","","","","","","","","","","2021","6","7","11","10","","","","3",NA
"6/7/21","2","DSCN2754","3","1131","0.500721663","36.85005174","PZ","0","full","no wind","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum stramineum","medium","5747","5775","8","1","","2","2","1","","","","","2","","","2021","6","7","11","31","Elephant","","","4",NA
"6/7/21","2","DSCN2757","1","1158","0.487940379","34.74379547","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Cenchrus ciliaris","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","medium","5775","5786","5","1","","","","2","1","","","","","","","2021","6","7","11","58","","","","4",NA
"6/7/21","2","DSCN2757","2","1209","0.480635235","36.84473683","GZ","0","full","light","no rain","Drinking","hoof","green with some brown","Cenchrus ciliaris","Cynodon dactylon","Pennisetum mezzianum","Pennisetum stramineum","open grassland","5787","5794","1","1","","","","","","","","","","","","2021","6","7","12","9","Warthog","","","4",NA
"6/7/21","2","DSCN2757","3","1216","0.481029653","36.84618201","PZ","0","full","no wind","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","Cenchrus ciliaris","Bothriochloa insculpta","","light","5795","5813","7","1","","2","2","","","","","","2","","","2021","6","7","12","16","","","","3",NA
"6/7/21","2","DSCN2755","1","1226","0.492809851","36.84799289","PZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon dactylon","Eragrostis tenuifolia","Aristida adscensionis","","open grassland","5814","5825","6","1","","2","1","1","","","","1","","","","2021","6","7","12","26","","","","3",NA
"6/7/21","2","DSCN2755","2","1249","0.488408154","36.85745372","PZ","0","full","light","no rain","Grazing","hoof","brown with some green","Eragrostis tenuifolia","Pennisetum stramineum","Cynodon nlemfuensis","","open grassland","5845","5844","6","1","","","2","1","","","","","2","","","2021","6","7","12","49","","","","3",NA
"6/7/21","2","DSCN2755","3","1229","0.486544831","36.84900169","GZ","0","full","light","no rain","Resting","hoof","brown with some green","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","5845","5854","1","1","","","","","","","","","","","","2021","6","7","12","29","Eland","","","2",NA
"6/7/21","2","DSCN2758","1","1318","0.481563793","36.84589527","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Cynodon plectostachyus","Pennisetum stramineum","","medium","5855","5867","8","","8","","","","","","","","","","","2021","6","7","13","18","","","","3",NA
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","PZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","14","2","","3","2","3","","1","","1","1","","","2021","6","8","9","51","Giraffe","","","4",NA
"6/8/21","1","DSCN6080","1","951","0.447381873","36.84068739","GZ","1","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","medium","5868","5924","3","","1","2","","","","","","","","","","2021","6","8","9","51","Giraffe","","","4",NA
"6/8/21","1","DSCN6080","2","1025","0.460881632","36.83240176","PZ","0","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Chloris roxburghiana","Cynodon nlemfuensis","Pennisetum mezzianum","medium","5925","5945","9","1","","","3","2","","","1","2","","","","2021","6","8","10","25","Impala","","","4",NA
"6/8/21","1","DSCN6080","3","1051","0.478885207","36.84279846","GZ","0","full","medium","no rain","Standing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","open grassland","5946","5959","4","","","","2","","","","1","","1","","","2021","6","8","10","51","","","","4",NA
"6/8/21","1","DSCN6081","1","1106","0.451053681","36.84328489","PZ","0","full","light","no rain","Walking","hock","brown with some green","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon dactylon","Cymbopogon pospischilii","medium","5960","5974","6","1","","1","2","","","","","2","","","","2021","6","8","11","6","Warthog","","","4",NA
"6/8/21","1","DSCN6081","2","1126","0.46289419","36.85023041","PZ","0","full","medium","no rain","Grazing","hock","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","light","5975","5991","7","1","","","1","3","","1","","","1","","Rongai Area","2021","6","8","11","26","Elephant","","","4",NA
"6/8/21","1","DSCN6081","3","1136","0.469643126","36.85229486","PZ","0","full","light","no rain","Resting","belly","brown with some green","Pennisetum mezzianum","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","","5992","6017","6","1","","1","2","","","","1","","1","","","2021","6","8","11","36","","","","4",NA
"6/8/21","1","DSCN6082","1","1142","0.46977749","36.8540047","PZ","0","full","medium","no rain","Grazing","belly","green with some brown","Cenchrus ciliaris","Pennisetum mezzianum","Pennisetum stramineum","Chloris roxburghiana","medium","6018","6074","14","","","","","","","1","","","","","","2021","6","8","11","42","Eland","","","4",NA
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","PZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","4","","","","","","","","","","","","","2021","6","9","9","52","","","","4",NA
"6/9/21","2","DSCN6198","1","952","0.469912579","36.85792599","GZ","1","full","light","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","Cyperus","medium","6083","6106","12","","4","4","","2","","2","","","","","","2021","6","9","9","52","","","","4",NA
"6/9/21","2","DSCN6198","2","1009","0.478847062","36.86111532","GZ","0","full","medium","no rain","Grazing","hoof","brown with some green","Cynodon nlemfuensis","Chloris roxburghiana","Pennisetum mezzianum","Pennisetum stramineum","light","6107","6123","1","","","1","","","","","","","","","","2021","6","9","10","9","Elephant","","","4",NA
"6/9/21","2","DSCN6198","3","1019","0.496834321","36.85184016","GZ","0","full","medium","no rain","Grazing","","","Cynodon plectostachyus","Eragrostis tenuifolia","Eragrostis superba","Pennisetum stramineum","light","6124","6134","3","1","","1","","","","1","","","","","","2021","6","9","10","19","Eland","","","4",NA
"6/9/21","2","DSCN6199","1","1040","0.497810044","36.84302495","GZ","0","full","light","no rain","Grazing","hoof","green","Cenchrus ciliaris","Cynodon nlemfuensis","Cynodon plectostachyus","Chloris virgata","light","6135","6186","16","","","2","6","","1","1","1","3","2","","","2021","6","9","10","40","Impala","","","4",NA
"6/9/21","2","DSCN6199","2","1101","0.498814734","36.85239056","GZ","0","full","medium","no rain","Standing","hoof","brown with some green","Cynodon plectostachyus","Digitaria macroblefara","Cenchrus ciliaris","Cymbopogon pospischilii","light","6187","6197","1","1","","","","","","","","","","","","2021","6","9","11","1","","","","4",NA
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","PZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","16","","","","","","","","","","","","","2021","6","10","10","59","Eland","","","4",NA
"6/10/21","2","DSCN6458","2","1059","0.496590633","36.85310846","GZ","1","full","medium","no rain","Grazing","hock","green with some brown","Pennisetum stramineum","Cyperus","Pennisetum mezzianum","Cymbopogon pospischilii","light","6221","6282","1","1","","","","","","","","","","","","2021","6","10","10","59","Eland","","","4",NA
"6/10/21","2","DSCN6458","3","1131","0.502432442","36.84585911","GZ","0","full","light","no rain","Walking","hoof","brown with some green","Cynodon nlemfuensis","Aristida adscensionis","Cynodon dactylon","Pennisetum mezzianum","light","6283","6373","18","1","","5","2","5","","3","","1","1","","","2021","6","10","11","31","Elephant"," Impala","","4",NA
"6/10/21","2","DSCN6459","1","1213","0.472681757","36.86037898","PZ","0","part","light","no rain","Standing","hoof","green with some brown","Cymbopogon pospischilii","Pennisetum stramineum","Pennisetum mezzianum","","open grassland","6374","6409","9","","9","","","","","","","","","","","2021","6","10","12","13","","","","3",NA
"6/14/21","2","DSCN3240","1","1028","0.490336834","36.85639804","PZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Cenchrus ciliaris","Pennisetum stramineum","","light","6537","6559","3","","3","","","","","","","","","","","2021","6","14","10","28","","","","3",NA
"6/14/21","2","DSCN3240","2","1050","0.498643185","36.85111727","GZ","0","full","light","no rain","Standing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","","open grassland","6560","6568","2","","","","1","","","","","1","","","","2021","6","14","10","50","Eland","","","3",NA
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","GZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","13","","2","3","1","3","","3","1","","","","","2021","6","14","11","6","","","","3",NA
"6/14/21","2","DSCN3240","3","1106","0.499494043","36.85384736","PZ","1","full","light","no rain","Walking","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","","light","6569","6650","25","","","","","","","","","","","","","2021","6","14","11","6","","","","3",NA
"6/14/21","2","DSCN3241","2","1151","0.484150921","36.84095579","PZ","0","full","light","no rain","Walking","hoof","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Pennisetum mezzianum","Chloris roxburghiana","medium","6660","6666","3","","","","1","1","","","","","1","","","2021","6","14","11","51","","","","4",NA
"6/14/21","2","DSCN3241","3","1203","0.49978708","36.84819117","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon nlemfuensis","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","6667","6675","4","","","","","","1","3","","","","","","2021","6","14","12","3","","","","4",NA
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","GZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","14","1","","5","1","4","","2","","","1","","","2021","6","14","12","23","","","","2",NA
"6/14/21","2","DSCN3242","1","1223","0.504463916","36.85544916","PZ","1","full","light","no rain","Grazing","hoof","green with some brown","Cynodon nlemfuensis","Cynodon dactylon","","","open grassland","6676","6734","13","1","","","3","1","","","","","2","1","","2021","6","14","12","23","","","","2",NA
"6/14/21","2","DSCN3242","2","1250","0.485098745","36.85043008","GZ","0","full","light","no rain","Resting","hoof","green with some brown","Cynodon plectostachyus","","","","open grassland","6735","6743","1","","","1","","","","","","","","","","2021","6","14","12","50","","","","1",NA
"6/15/21","2","DSCN6973","2","934","0.482810944","36.85981999","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Cyperus","Eragrostis tenuifolia","light","6744","6761","6","1","","","2","1","","","","","1","1","","2021","6","15","9","34","Eland"," Giraffe","","4",NA
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","GZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","5","","5","","","","","","","","","","","2021","6","15","9","56","Impala","","","4",NA
"6/15/21","2","DSCN6973","3","956","0.496988257","36.85154497","PZ","1","full","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","Microchloa kunthii","light","6745","6874","47","","","","","","","","","","","","","2021","6","15","9","56","Impala","","","4",NA
"6/15/21","2","DSCN6974","1","1013","0.495705957","36.84342744","GZ","0","full","light","no rain","Walking","belly","green with some brown","Chloris roxburghiana","Pennisetum stramineum","Pennisetum mezzianum","Enteropogon macrostachyus","medium","6875","6877","2","","2","","","","","","","","","","","2021","6","15","10","13","Impala","","","4",NA
"6/15/21","2","DSCN6974","3","1045","0.493172361","36.84788146","PZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","Eragrostis tenuifolia","medium","6878","6905","11","","1","1","1","1","1","1","","","","","","2021","6","15","10","45","","","","4",NA
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","GZ","0","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","13","","","6","1","2","3","","","1","","","","2021","6","15","11","4","","","","4",NA
"6/15/21","2","DSCN6975","1","1104","0.499025815","36.84902968","Cattle","","full","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Chloris roxburghiana","Pennisetum stramineum","Digitaria macroblefara","light","6906","6962","150","","","","","","","","","","","","","2021","6","15","11","4","","","","4",NA
"6/15/21","2","DSCN6975","2","1115","0.49365844","36.85341138","GZ","0","full","medium","no rain","Walking","hock","green with some brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon dactylon","medium","6963","6971","2","","","","1","","","","","1","","","","2021","6","15","11","15","Impala","","","4",NA
"6/16/21","1","DSCN7375","1","1004","0.461936139","36.83563783","PZ","0","full","no wind","no rain","Grazing","hock","brown","Cymbopogon pospischilii","Digitaria macroblefara","Heteropogon contortus","Pennisetum stramineum","light","6976","6992","8","1","","","3","1","","","","1","2","","","2021","6","16","10","4","Giraffe","","","4",NA
"6/16/21","1","DSCN7375","2","1036","0.474922977","36.84245038","GZ","0","part","light","no rain","Walking","hock","brown","Cenchrus ciliaris","Chloris roxburghiana","Eragrostis tenuifolia","Enteropogon macrostachyus","light","6992","7023","11","","","1","","","10","","","","","","","2021","6","16","10","36","Giraffe","","","4",NA
"6/16/21","1","DSCN7375","3","1058","0.476837941","36.84171448","GZ","0","part","no wind","no rain","Resting","hoof","brown","Enteropogon macrostachyus","Pennisetum stramineum","Eragrostis tenuifolia","Cynodon plectostachyus","light","7024","7124","13","1","","1","4","1","5","","","1","","","","2021","6","16","10","58","","","","4",NA
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","GZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","3","","3","","","","","","","","","","","2021","6","16","11","8","","","","4",NA
"6/16/21","1","DSCN7376","1","1108","0.479435281","36.84292658","PZ","1","part","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Microchloa kunthii","light","7125","7166","13","","","","","","","","","","","","","2021","6","16","11","8","","","","4",NA
"6/16/21","1","DSCN7376","2","1123","0.462980719","36.84841126","PZ","0","part","no wind","no rain","Walking","hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Eragrostis racemosa","Cymbopogon pospischilii","light","7167","7170","2","1","","1","","","","","","","","","","2021","6","16","11","23","Impala","","","4",NA
"6/16/21","1","DSCN7376","3","1133","0.450641962","36.84426864","GZ","0","part","no wind","no rain","Grazing","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Eragrostis tenuifolia","light","7171","7176","1","1","","","","","","","","","","","","2021","6","16","11","33","","","","4",NA
"6/16/21","2","DSCN7378","1","1159","0.47823054","36.85956712","PZ","0","part","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon dactylon","Cynodon plectostachyus","Eragrostis tenuifolia","light","7177","7210","13","1","2","","5","","","","","","5","","","2021","6","16","11","59","","","","4",NA
"6/16/21","2","DSCN7378","2","1210","0.496944089","36.85408539","PZ","0","part","no wind","no rain","Resting","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","","light","7211","7216","4","","4","","","","","","","","","","","2021","6","16","12","10","","","","3",NA
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","GZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","8","","2","3","","2","1","","","","","","","2021","6","16","12","33","Elephant","","","4",NA
"6/16/21","2","DSCN7379","2","1233","0.506569265","36.8427715","PZ","1","part","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","Chloris virgata","light","7217","7267","21","","","","","","","","","","","","","2021","6","16","12","33","Elephant","","","4",NA
"6/16/21","2","DSCN7379","3","1245","0.502497602","36.842789","GZ","0","part","no wind","no rain","Standing","hoof","brown","Cynodon plectostachyus","Cynodon dactylon","Eragrostis tenuifolia","Pennisetum stramineum","light","7268","7278","2","","","","","","","","","1","1","","","2021","6","16","12","45","","","","4",NA
"6/16/21","2","DSCN7380","1","1257","0.494742247","36.84913502","PZ","0","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Eragrostis tenuifolia","Chloris roxburghiana","Chloris virgata","light","7278","7310","13","","","","","","","","","","","","","2021","6","16","12","57","","","","4",NA
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","PZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","16","2","","","6","2","","","2","2","2","","","2021","6","16","13","3","","","","4",NA
"6/16/21","2","DSCN7380","2","1303","0.489298872","36.84842902","GZ","1","part","no wind","no rain","Standing","hoof","brown","Cyperus teneristolon","Cynodon plectostachyus","Chloris virgata","Pennisetum stramineum","light","7311","7357","1","","","","","","1","","","","","","","2021","6","16","13","3","","","","4",NA
"6/16/21","2","DSCN7381","1","1326","0.453489833","36.85927947","GZ","0","part","no wind","no rain","Resting","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Chloris roxburghiana","Enteropogon macrostachyus","medium","7358","7374","3","","","1","","2","","","","","","","","2021","6","16","13","26","","","","4",NA
"6/18/21","1","DSCN7109","1","1046","0.478802341","36.84667688","GZ","0","full","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","7564","7584","5","1","","1","","1","1","","","","1","","","2021","6","18","10","46","","","","3",NA
"6/18/21","1","DSCN7109","2","1054","0.478525048","36.84778555","GZ","0","full","light","no rain","Walking","hoof","green with some brown","Cynodon dactylon","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","medium","7585","7600","9","1","","","4","","","","2","2","","","","2021","6","18","10","54","","","","4",NA
"6/18/21","1","DSCN7110","1","1110","0.467659731","36.85018788","GZ","0","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","Chloris roxburghiana","medium","7601","7608","1","1","","","","","","","","","","","Looking sick and emaciated","2021","6","18","11","10","","","","4",NA
"6/21/21","2","DSCN7107","2","1008","0.479303033","36.86117933","PZ","0","no sun","light","no rain","Walking","hoof","brown","Pennisetum stramineum","Cynodon nlemfuensis","Microchloa kunthii","","medium","7609","7613","8","1","","","2","","","","","2","","","","2021","6","21","10","8","","","","3",NA
"6/21/21","2","DSCN7107","3","1020","0.483049598","36.86025661","GZ","1","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","7614","7662","12","1","","","4","1","","","","2","1","1","","2021","6","21","10","20","Oryx","","","3",NA
"6/21/21","2","DSCN7107","3","1020","0.483049598","36.86025661","PZ","1","full","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","","light","7614","7662","8","","","1","2","1","1","1","2","","","","","2021","6","21","10","20","Oryx","","","3",NA
"6/21/21","2","DSCN7108","2","1051","0.488250397","36.8572875","PZ","0","full","light","no rain","Standing","hoof","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon plectostachyus","Enteropogon macrostachyus","light","7663","7689","30","","","","","","","","","","","","","2021","6","21","10","51","","","","4",NA
