"Multispecies","Photos.begin","Photos.end","Mpala.North","Notes","Latitude","Longitude","Year","Month","Day","Hour","Minute","Space","Equus","Species.binomial","alive","Space.1","Adult","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Bush.type","Space.2","Other.species.1","Other.species.2","Other.species.3","Rain","Sun","Wind","Space.3","Space.4","Total.zebras","Number.grasses","Space.5","Space.6","Space.7","Number.grazing","Space.8","Number.standing","Number.walking","Space.9","Number.drinking","Space.10","Space.11","Space.12","Number.resting","Space.13","Space.14","Whitesheet.Filename"
"","","","Mpala.North","Ewaso Nyino River","0.47835624","36.88557607","2021","6","30","9","56","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","light","","","","","no rain","full","light","","","20","3","","","","20","","","","","","","","","","","","DSCN4194"
"","","","Mpala.North","Ewaso Nyino River","0.47835624","36.88557607","2021","6","30","9","56","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","light","","","","","no rain","full","light","","","15","3","","","","15","","","","","","","","","","","","DSCN4194"
"","","","Mpala.North","Ewaso Nyino River","0.482478443","36.88383056","2021","6","30","10","4","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","light","","Donkey","","","no rain","full","light","","","7","3","","","","7","","","","","","","","","","","","DSCN4194"
"","","","Mpala.North","Ewaso Nyino River","0.482478443","36.88383056","2021","6","30","10","4","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","light","","Donkey","","","no rain","full","light","","","11","3","","","","11","","","","","","","","","","","","DSCN4194"
"","","","Mpala.North","","0.480585172","36.88058261","2021","6","30","10","8","","Equus","CC","alive","","Adult","Grazing","< hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","Donkey","","","no rain","full","light","","","45","3","","","","45","","","","","","","","","","","","DSCN4195"
"","","","Mpala.North","","0.492604569","36.87158834","2021","6","30","10","49","","Equus","CC","alive","","Adult","Grazing","< belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","thick","","","","","no rain","full","light","","","30","4","","","","30","","","","","","","","","","","","DSCN4195"
"","","","Mpala.North","","0.492604569","36.87158834","2021","6","30","10","49","","Equus","Community Camels","alive","","Adult","Grazing","< belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","thick","","","","","no rain","full","light","","","25","4","","","","25","","","","","","","","","","","","DSCN4195"
"","","","Mpala.North","","0.500500265","36.87881359","2021","6","30","10","57","","Equus","SH","alive","","Adult","Grazing","< hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","thick","","Goat","","","no rain","full","no wind","","","23","3","","","","23","","","","","","","","","","","","DSCN4198"
"","","","Mpala.North","Boma","0.501898328","36.33362094","2021","6","30","11","4","","Equus","CKC","alive","","Adult","","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","open grassland","","","","","no rain","full","light","","","80","2","","","","","","","","","","","","","","","","DSCN4198"
"","","","Mpala.North","Boma","0.501898328","36.33362094","2021","6","30","11","4","","Equus","Community Camels","alive","","Adult","","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","open grassland","","","","","no rain","full","light","","","100","2","","","","","","","","","","","","","","","","DSCN4198"
"","","","Mpala.North","Daraboi Area","0.476935696","36.8532743","2021","6","30","11","45","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","Giraffe","","","no rain","full","light","","","80","4","","","","80","","","","","","","","","","","","DSCN4199"
"","","","Mpala.North","Daraboi Area","0.476935696","36.8532743","2021","6","30","11","45","","Equus","Community Camels","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","Giraffe","","","no rain","full","light","","","90","4","","","","90","","","","","","","","","","","","DSCN4199"
"","","","Mpala.North","","0.468543618","36.8274628","2021","7","1","12","2","","Equus","Community Cattle","alive","","Adult","Walking","< hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","medium","","","","","no rain","full","light","","","60","4","","","","","","","60","","","","","","","","","DSCN4540"
"","","","Mpala.North","","0.501289724","36.84650926","2021","7","1","13","6","","Equus","Mpala Cattle","alive","","Adult","Walking","< hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","","open grassland","","","","","no rain","full","no wind","","","180","2","","","","","","","180","","","","","","","","","DSCN4541"
"","","","Mpala.North","","0.467823764","34.74641507","2021","7","1","10","15","","Equus","Community Cattle","alive","","Adult","Walking","< hoof","brown","Cynodon dactylon","Pennisetum stramineum","Eragrostis porosa","open grassland","","","","","no rain","full","no wind","","","60","3","","","","","","","60","","","","","","","","","DSCN4542"
"","","","Mpala.North","","0.477591892","36.87773371","2021","7","1","10","23","","Equus","Zainab Camel","alive","","Adult","Grazing","< hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cyperus","","","","","","no rain","full","no wind","","","150","3","","","","150","","","","","","","","","","","","DSCN4542"
"","","","Mpala.North","","0.479133487","36.88464886","2021","7","1","10","30","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","light","","Donkey","","","no rain","full","no wind","","","45","3","","","","45","","","","","","","","","","","","DSCN4542"
"","","","Mpala.North","","0.485610777","36.88773414","2021","7","1","10","37","","Equus","Community Sheep","alive","","Adult","Grazing","< hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","light","","Donkey","","","no rain","full","light","","","40","3","","","","40","","","","","","","","","","","","DSCN4543"
"","","","Mpala.North","","0.492603269","36.88002846","2021","7","1","10","43","","Equus","Community Sheep","alive","","Adult","Grazing","< hoof","brown","Cynodon dactylon","Aristida adscensionis","Cyperus","medium","","Goat","","","no rain","full","no wind","","","20","3","","","","20","","","","","","","","","","","","DSCN4543"
"","","","Mpala.North","","0.494070492","36.87545858","2021","7","1","10","48","","Equus","Community Camel","alive","","Adult","Grazing","< hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","medium","","","","","no rain","full","no wind","","","31","3","","","","31","","","","","","","","","","","","DSCN4543"
"","","","Mpala.North","","0.494070492","36.87545858","2021","7","1","10","48","","Equus","Community Sheep","alive","","Adult","Grazing","< hoof","brown","Cyperus","Cynodon dactylon","Aristida adscensionis","medium","","","","","no rain","full","no wind","","","2","3","","","","2","","","","","","","","","","","","DSCN4543"
"","","","Mpala.North","","0.482567366","36.86191349","2021","7","1","11","1","","Equus","Community Kaparo Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon dactylon","Cyperus","Eragrostis tenuifolia","","","","","","no rain","full","no wind","","","118","3","","","","118","","","","","","","","","","","","DSCN4544"
"","","","Mpala.North","","0.510171853","36.86055364","2021","7","1","11","27","","Equus","Community Kaparo Cattle","alive","","Adult","Walking","< hoof","brown","Aristida adscensionis","Cynodon dactylon","Chloris roxburghiana","light","","","","","no rain","part","light","","","81","3","","","","","","","81","","","","","","","","","DSCN4544"
"","","","Mpala.North","","0.519909105","36.86612988","2021","7","1","11","34","","Equus","Community Camel","alive","","Adult","Grazing","< hoof","brown","Chloris roxburghiana","Cynodon dactylon","","light","","","","","no rain","part","light","","","14","2","","","","14","","","","","","","","","","","","DSCN4545"
"","","","Mpala.North","","0.519909105","36.86612988","2021","7","1","11","34","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Chloris roxburghiana","Cynodon dactylon","","light","","","","","no rain","part","light","","","4","2","","","","4","","","","","","","","","","","","DSCN4545"
"","","","Mpala.North","Sharon Camel?","0.504466564","36.87053497","2021","7","1","11","45","","Equus","Camel","alive","","Adult","Grazing","< hoof","brown","Cynodon dactylon","Chloris roxburghiana","","medium","","","","","no rain","full","no wind","","","14","2","","","","14","","","","","","","","","","","","DSCN4545"
"","","","Mpala.North","","0.44124179","36.84760486","2021","7","2","9","51","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","full","light","","","20","3","","","","20","","","","","","","","","","","","DSCN4549"
"","","","Mpala.North","Il-Motiok Community Cattle","0.456765363","36.84142744","2021","7","2","10","15","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Microchloa kunthii","medium","","","","","no rain","full","light","","","230","3","","","","230","","","","","","","","","","","","DSCN4549"
"","","","Mpala.North","Lima 4","0.460589452","36.84119234","2021","7","2","10","21","","Equus","Cattle","alive","","Adult","Grazing","< belly","brown","Pennisetum stramineum","Pennisetum mezzianum","","medium","","","","","no rain","full","light","","","200","2","","","","200","","","","","","","","","","","","DSCN4550"
"","","","Mpala.North","Ewaso Community Cattle","0.464070754","36.83984438","2021","7","2","10","27","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Pennisetum mezzianum","Digitaria macroblefara","Cynodon plectostachyus","medium","","","","","","","","","","220","3","","","","220","","","","","","","","","","","","DSCN4550"
"","","","Mpala.North","","0.48390434","36.84305794","2021","7","2","10","58","","Equus","Community Kaparo Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Pennisetum mezzianum","Pennisetum stramineum","light","","","","","no rain","full","light","","","300","3","","","","300","","","","","","","","","","","","DSCN4551"
"","","","Mpala.North","","0.491177743","36.84730341","2021","7","2","11","6","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","medium","","","","","no rain","full","light","","","50","4","","","","50","","","","","","","","","","","","DSCN4551"
"","","","Mpala.North","","0.47903262","36.84660341","2021","7","2","11","49","","Equus","Camel","alive","","Adult","Grazing","< hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","light","","","","","no rain","full","light","","","40","3","","","","40","","","","","","","","","","","","DSCN4552"
"","","","Mpala.North","","0.452416535","36.84190802","2021","7","5","10","24","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum mezzianum","Cynodon nlemfuensis","light","","","","","no rain","full","light","","","20","3","","","","20","","","","","","","","","","","","DSCN4546"
"","","","Mpala.North","Il-Motiok Community Cattle","0.457452386","36.84102308","2021","7","5","10","34","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","medium","","","","","no rain","full","light","","","220","4","","","","220","","","","","","","","","","","","DSCN4546"
"","","","Mpala.North","Stears","0.479400929","36.84658066","2021","7","5","10","45","","Equus","Mpala Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","light","","Elephant","","","no rain","full","light","","","190","4","","","","190","","","","","","","","","","","","DSCN4547"
"","","","Mpala.North","","0.497528187","36.85311771","2021","7","5","11","6","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","light","","","","","no rain","full","light","","","120","3","","","","120","","","","","","","","","","","","DSCN4547"
"","","","Mpala.North","","0.497528187","36.85311771","2021","7","5","11","6","","Equus","Zainab Camel","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Cynodon plectostachyus","light","","","","","no rain","full","light","","","180","3","","","","180","","","","","","","","","","","","DSCN4547"
"","","","Mpala.North","Ewaso-Narok River Area","0.512852547","36.85693915","2021","7","5","12","15","","Equus","Zainab Camel","alive","","Adult","Grazing","< hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","full","no wind","","","40","3","","","","40","","","","","","","","","","","","DSCN8300"
"","","","Mpala.North","Ewaso-Narok River Area","0.517143015","36.85995512","2021","7","5","12","18","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","full","no wind","","","28","4","","","","28","","","","","","","","","","","","DSCN8300"
"","","","Mpala.North","Ewaso-Narok River Area","0.522433642","36.86297099","2021","7","5","12","21","","Equus","Community Cattle","alive","","Adult","Drinking","< hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","","","no rain","full","light","","","33","2","","","","","","","","","33","","","","","","","DSCN8300"
"","","","Mpala.North","Calves","0.508498964","36.85956232","2021","7","5","12","30","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","","","no rain","full","light","","","15","2","","","","15","","","","","","","","","","","","DSCN8301"
"","","","Mpala.North","","0.506362007","36.86101015","2021","7","5","12","34","","Equus","Camel","alive","","Adult","Walking","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","","","no rain","full","light","","","120","2","","","","","","","120","","","","","","","","","DSCN8301"
"","","","Mpala.North","near Community Boma","0.5043536","36.8706836","2021","7","5","12","42","","Equus","Community Sheep","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","Goat","","","no rain","full","light","","","60","2","","","","60","","","","","","","","","","","","DSCN8301"
"","","","Mpala.North","near Community Boma","0.5043536","36.8706836","2021","7","5","12","42","","Equus","Camel","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","Goat","","","no rain","full","light","","","15","2","","","","15","","","","","","","","","","","","DSCN8301"
"","","","Mpala.North","Ewaso-Ng'iro River","0.513023281","36.86680146","2021","7","5","12","48","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","Goat","","","no rain","full","light","","","20","2","","","","20","","","","","","","","","","","","DSCN8302"
"","","","Mpala.North","Ewaso-Ng'iro River","0.513023281","36.86680146","2021","7","5","12","48","","Equus","Camel","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","Goat","","","no rain","full","light","","","22","2","","","","22","","","","","","","","","","","","DSCN8302"
"","","","Mpala.North","Tower area","0.482590825","36.87367891","2021","7","5","11","0","","Equus","Camel","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","thick","","","","","no rain","full","no wind","","","23","4","","","","23","","","","","","","","","","","","DSCN8295"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.490003855","36.8702116","2021","7","5","11","11","","Equus","Sheep","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Microchloa kunthii","medium","","","","","no rain","full","light","","","80","3","","","","80","","","","","","","","","","","","DSCN8295"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.478946772","36.87814612","2021","7","5","10","30","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","light","","","","","no rain","full","light","","","16","4","","","","16","","","","","","","","","","","","DSCN8296"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.47833392","36.88648388","2021","7","5","10","34","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","light",""," None","","","no rain","full","light","","","3","3","","","","3","","","","","","","","","","","","DSCN8296"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.47833392","36.88648388","2021","7","5","10","34","","Equus","Sheep","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","light",""," None","","","no rain","full","light","","","18","3","","","","18","","","","","","","","","","","","DSCN8296"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.483565979","36.88727562","2021","7","5","10","40","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","","Goat","","","no rain","full","light","","","25","3","","","","25","","","","","","","","","","","","DSCN8297"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.483565979","36.88727562","2021","7","5","10","40","","Equus","Sheep","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Microchloa kunthii","Pennisetum stramineum","light","","Goat","","","no rain","full","light","","","21","3","","","","21","","","","","","","","","","","","DSCN8297"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.481581475","36.88255623","2021","7","5","10","44","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","light","","","","","no rain","full","light","","","11","3","","","","11","","","","","","","","","","","","DSCN8297"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.491098269","36.87075101","2021","7","5","11","14","","Equus","Sheep","alive","","Adult","","< hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","Goat","","","no rain","full","light","","","90","4","","","","","","","","","","","","","","","","DSCN8298"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.50162064","36.87801531","2021","7","5","11","23","","Equus","Community Cattle","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","","Donkey"," Goat","","no rain","full","no wind","","","70","2","","","","70","","","","","","","","","","","","DSCN8298"
"","","","Mpala.North","Ewaso-Ng'iro River Area","0.50162064","36.87801531","2021","7","5","11","23","","Equus","Camel","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","","Donkey"," Goat","","no rain","full","no wind","","","27","2","","","","27","","","","","","","","","","","","DSCN8298"
"","","","Mpala.North","Community Boma","0.502130341","36.87197084","2021","7","5","11","29","","Equus","Community Cattle","alive","","Adult","Resting","< hoof","brown","Cynodon plectostachyus","","","light","","","","","no rain","full","light","","","60","1","","","","","","","","","","","","","60","","","DSCN8298"
"","","","Mpala.North","Opposite Tower Area","0.486216865","36.86499709","2021","7","5","11","37","","Equus","Community Kaparo Cattle","alive","","Adult","Grazing","< belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","medium","","","","","no rain","full","light","","","30","4","","","","30","","","","","","","","","","","","DSCN8299"
"","","","Mpala.North","Opposite Tower Area","0.486216865","36.86499709","2021","7","5","11","37","","Equus","Zainab Camel","alive","","Adult","Grazing","< belly","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","medium","","","","","no rain","full","light","","","20","4","","","","20","","","","","","","","","","","","DSCN8299"
"","","","Mpala.North","Daraboi Area","0.475328516","36.8586478","2021","7","5","11","55","","Equus","Community Cattle","alive","","Adult","Grazing","< hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","medium","","","","","no rain","full","light","","","50","4","","","","50","","","","","","","","","","","","DSCN8299"
"","","","Mpala.North","Olmotiok Cattle","0.452230002","36.84410685","2021","7","6","10","12","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Themeda triandra","light","","","","","no rain","full","light","","","150","4","","","","150","","","","","","","","","","","","DSCN4536"
"","","","Mpala.North","Olmotiok","0.453357486","36.84448279","2021","7","6","10","16","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Eragrostis tenuifolia","light","","","","","no rain","full","light","","","198","4","","","","198","","","","","","","","","","","","DSCN4537"
"","","","Mpala.North","","0.46002399","36.84821124","2021","7","6","10","35","","Equus","MC","alive","","Adult","Grazing","< hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Cynodon nlemfuensis","light","","","","","no rain","full","medium","","","190","4","","","","190","","","","","","","","","","","","DSCN4537"
"","","","Mpala.North","","0.46635303","36.84932003","2021","7","6","10","42","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Digitaria macroblefara","light","","","","","no rain","full","light","","","220","4","","","","220","","","","","","","","","","","","DSCN4538"
"","","","Mpala.North","Lima 4","0.449226958","36.85434955","2021","7","6","10","56","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Pennisetum mezzianum","Cymbopogon pospischilii","Pennisetum stramineum","light","","","","","no rain","full","light","","","150","4","","","","150","","","","","","","","","","","","DSCN4538"
"","","","Mpala.North","","0.482643787","36.86114748","2021","7","6","11","6","","Equus","CKC","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum mezzianum","light","","","","","no rain","full","light","","","180","4","","","","180","","","","","","","","","","","","DSCN4534"
"","","","Mpala.North","Calves","0.498776125","36.84671863","2021","7","6","11","17","","Equus","MC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","medium","","","","","no rain","full","light","","","140","4","","","","140","","","","","","","","","","","","DSCN4534"
"","","","Mpala.North","","0.495537708","36.8484632","2021","7","6","11","21","","Equus","ZC","alive","","Adult","Grazing","< hock","brown","Microchloa kunthii","Cynodon nlemfuensis","Pennisetum stramineum","medium","","","","","no rain","part","medium","","","160","4","","","","160","","","","","","","","","","","","DSCN4534"
"","","","Mpala.North","","0.470336028","36.85408276","2021","7","6","11","40","","Equus","CC","alive","","Adult","Grazing","< hock","brown with some green","Cymbopogon pospischilii","Cenchrus ciliaris","Pennisetum stramineum","light","","Giraffe","","","no rain","part","medium","","","30","4","","","","30","","","","","","","","","","","","DSCN4535"
"","","","Mpala.North","","0.493674376","36.85514689","2021","7","7","9","36","","Equus","CKC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","light","","Giraffe","","","no rain","full","medium","","","80","4","","","","80","","","","","","","","","","","","DSCN4635"
"","","","Mpala.North","Olmotiok","0.496736443","36.85662182","2021","7","7","9","40","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","light","","Giraffe"," Impala","","no rain","full","medium","","","120","4","","","","120","","","","","","","","","","","","DSCN4635"
"","","","Mpala.North","Olmotiok","0.496736443","36.85662182","2021","7","7","9","40","","Equus","SH","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Pennisetum stramineum","Microchloa kunthii","light","","Giraffe"," Impala","","no rain","full","medium","","","100","4","","","","100","","","","","","","","","","","","DSCN4635"
"","","","Mpala.North","Olmotiok","0.499174665","36.85877766","2021","7","7","9","44","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","light","","Goat","","","no rain","full","medium","","","300","4","","","","300","","","","","","","","","","","","DSCN4635"
"","","","Mpala.North","","0.519234796","36.86671878","2021","7","7","10","1","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Microchloa kunthii","light","","Tommy","","","no rain","part","medium","","","40","4","","","","40","","","","","","","","","","","","DSCN4636"
"","","","Mpala.North","","0.512154931","36.86635","2021","7","7","10","5","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Pennisetum stramineum","Enteropogon macrostachyus","Microchloa kunthii","light","","Donkey"," Goat","","no rain","part","light","","","250","4","","","","250","","","","","","","","","","","","DSCN4636"
"","","","Mpala.North","","0.500949405","36.86838219","2021","7","7","10","10","","Equus","ZC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","light","","","","","no rain","part","light","","","40","4","","","","40","","","","","","","","","","","","DSCN4637"
"","","","Mpala.North","","0.491994746","36.87749106","2021","7","7","10","30","","Equus","ZC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum stramineum","medium","","","","","no rain","no sun","light","","","60","4","","","","60","","","","","","","","","","","","DSCN4638"
"","","","Mpala.North","Calves, Olmotiok","0.490423538","36.87880108","2021","7","7","10","34","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Microchloa kunthii","open grassland","","","","","","part","light","","","12","4","","","","12","","","","","","","","","","","","DSCN4638"
"","","","Mpala.North","Olmotiok","0.485827942","36.88046486","2021","7","7","10","38","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Pennisetum stramineum","light","","Donkey"," Goat","","no rain","no sun","light","","","80","4","","","","80","","","","","","","","","","","","DSCN4639"
"","","","Mpala.North","Olmotiok","0.482597771","36.88085012","2021","7","7","10","41","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","light","","","","","no rain","part","light","","","14","4","","","","14","","","","","","","","","","","","DSCN4639"
"","","","Mpala.North","Olmotiok","0.482597771","36.88085012","2021","7","7","10","41","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","light","","","","","no rain","part","light","","","50","4","","","","50","","","","","","","","","","","","DSCN4639"
"","","","Mpala.North","Olmotiok","0.479810414","36.87821052","2021","7","7","10","57","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","","Eland","","","no rain","part","light","","","70","4","","","","70","","","","","","","","","","","","DSCN4639"
"","","","Mpala.North","Olmotiok","0.478719746","36.87854051","2021","7","7","11","1","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Themeda triandra","light","","Donkey","","","no rain","part","light","","","12","4","","","","12","","","","","","","","","","","","DSCN4640"
"","","","Mpala.North","Olmotiok","0.478719746","36.87854051","2021","7","7","11","1","","Equus","SH","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Themeda triandra","light","","Donkey","","","no rain","part","light","","","13","4","","","","13","","","","","","","","","","","","DSCN4640"
"","","","Mpala.North","Olmotiok","0.476956635","36.87675525","2021","7","7","11","9","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","Pennisetum stramineum","light","","","","","no rain","no sun","light","","","15","4","","","","15","","","","","","","","","","","","DSCN4640"
"","","","Mpala.North","","0.47368597","36.86930224","2021","7","7","11","13","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon nlemfuensis","Pennisetum mezzianum","Microchloa kunthii","light","","","","","no rain","full","light","","","18","4","","","","18","","","","","","","","","","","","DSCN4640"
"","","","Mpala.North","Lima 5","0.469980924","36.85995438","2021","7","7","11","44","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Enteropogon macrostachyus","Eragrostis tenuifolia","Digitaria macroblefara","light","","","","","no rain","part","light","","","80","4","","","","80","","","","","","","","","","","","DSCN4641"
"","","","Mpala.North","Olmotiok","0.457933935","36.93196215","2021","7","8","10","29","","Equus","CC","alive","","Adult","Grazing","< hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cenchrus ciliaris","light","","","","","no rain","no sun","no wind","","","215","4","","","","215","","","","","","","","","","","","DSCN4685"
"","","","Mpala.North","Olmotiok","0.484765526","36.8401595","2021","7","8","11","32","","Equus","CC","alive","","Adult","Grazing","< hoof","brown","Pennisetum stramineum","Pennisetum mezzianum","Cynodon plectostachyus","light","","","","","no rain","no sun","no wind","","","200","4","","","","200","","","","","","","","","","","","DSCN4689"
