"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Closest.mob.size","Scaled.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier"
"6/29/21","4","DSCN4394","1","1100","0.467101274","57.56506265","Comm_Camel","","full","light","no rain","Grazing","belly","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","","","medium","","","10","","","","","","","","","","","","Ewaso Nyino River","20.59144861","Camel","2021","6","29","11","0","","","","2","2603043.789","54798.99591","","","","","","","","","","","","","","","","","CM10"
"6/29/21","4","DSCN4394","2","1107","0.497166721","36.8792869","Comm_Camel","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","","","thick","","","20","","","","","","","","","","","","Near Ewaso Nyino River","0.001154113","Camel","2021","6","29","11","7","","","","2","263875.5925","55288.77228","","","","","","","","","","","","","","","","","CM11"
"6/29/21","4","DSCN4394","3","1114","0.505621484","36.87467912","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","medium","","","5","","","","","","","","","","","","Near Ewaso Nyino River, Calves","0.001629972","Cattle","2021","6","29","11","14","Goat","","","3","263362.8329","56224.08987","","","","","","","","","","","","","","","","","CT64"
"6/29/21","4","DSCN4395","1","1118","0.501741145","36.8719105","CC","","full","light","no rain","Resting","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","light","","","20","","","","","","","","","","","","Boma","0.005777604","Cattle","2021","6","29","11","18","","","","2","263054.4115","55795","","","","","","","","","","","","","","","","","CT65"
"6/29/21","4","DSCN4395","2","1125","0.491662155","36.86341092","ZC","","full","light","no rain","Grazing","hock","","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Harpachne schimperi ","medium","","","120","","","","","","","","","","","","","0.002851643","Camel","2021","6","29","11","25","","","","4","262107.6377","54680.50049","","","","","","","","","","","","","","","","","CM12"
"6/29/21","4","DSCN4396","1","1140","0.472208849","36.85899791","Cattle","","full","light","no rain","Grazing","hock","brown with some green","Bothriochloa insculpta","Cynodon plectostachyus","Pennisetum stramineum","Chloris roxburghiana","medium","","","80","","","","","","","","","","","","Daraboi Area","0.003968132","Cattle","2021","6","29","11","40","","","","4","261615.5743","52528.97499","","","","","","","","","","","","","","","","","CT66"
"6/30/21","3","DSCN4191","1","1210","0.507529207","36.85333764","ZC","","full","no wind","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon nlemfuensis","Cynodon plectostachyus","","medium","","","120","","","","","","","","","","","","Gwaso Marok River ","0.000473793","Camel","2021","6","30","12","10","","","","3","260986.5648","56435.88576","","","","","","","","","","","","","","","","","CM13"
"6/30/21","3","DSCN4191","2","1213","0.509280026","36.85442273","CC","","full","light","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","light","","","60","","","","","","","","","","","","","0.002033804","Cattle","2021","6","30","12","13","","","","3","261107.4545","56629.5","","","","","","","","","","","","","","","","","CT67"
"6/30/21","3","DSCN4191","3","1218","0.512657416","36.85618674","Cattle","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","50","","","","","","","","","","","","","0.003469282","Cattle","2021","6","30","12","18","","","","3","261304","57003","","","","","","","","","","","","","","","","","CT68"
"6/30/21","3","DSCN4191","3","1218","0.512657416","36.85618674","Camel","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","70","","","","","","","","","","","","","0.003469282","Camel","2021","6","30","12","18","","","","3","261304","57003","","","","","","","","","","","","","","","","","CM14"
"6/30/21","3","DSCN4192","1","1234","0.512499682","36.86561544","CKC","","part","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","medium","","","50","","","","","","","","","","","","Ewaso Nyino River","0.000991339","Cattle","2021","6","30","12","34","","","","3","262353.8645","56985.20071","","","","","","","","","","","","","","","","","CT69"
"6/30/21","3","DSCN4192","1","1234","0.512499682","36.86561544","Comm_Camel","","part","light","no rain","Grazing","hoof","brown with some green","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","medium","","","130","","","","","","","","","","","","","0.000991339","Camel","2021","6","30","12","34","","","","3","262353.8645","56985.20071","","","","","","","","","","","","","","","","","CM15"
"6/30/21","3","DSCN4192","2","1246","0.505606002","36.86995671","ZC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","Chloris roxburghiana","medium","","","44","","","","","","","","","","","","","0.00547376","Camel","2021","6","30","12","46","","","","4","262837.0019","56222.55076","","","","","","","","","","","","","","","","","CM16"
"6/30/21","3","DSCN4192","3","1251","0.506939905","36.87239007","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","light","","","20","","","","","","","","","","","","","0.003654348","Cattle","2021","6","30","12","51","","","","3","263108","56370","","","","","","","","","","","","","","","","","CT70"
"6/30/21","4","DSCN4194","1","954","0.47866144","36.88442624","CC","","full","no wind","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","Pennisetum stramineum","medium","","","10","","","","","","","","","","","","","4.37e-05","Cattle","2021","6","30","9","54","Donkey","","","4","264447.1948","53241.79665","","","","","","","","","","","","","","","","","CT71"
"6/30/21","4","DSCN4194","2","956","0.47835624","36.88557607","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","light","","","20","","","","","","","","","","","","Ewaso Nyino River","0.000386316","Cattle","2021","6","30","9","56","","","","3","264575.2154","53208","","","","","","","","","","","","","","","","","CT72"
"6/30/21","4","DSCN4194","2","956","0.47835624","36.88557607","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","","light","","","15","","","","","","","","","","","","Ewaso Nyino River","0.000386316","","2021","6","30","9","56","","","","3","264575.2154","53208","","","","","","","","","","","","","","","","",NA
"6/30/21","4","DSCN4194","3","1004","0.482478443","36.88383056","CC","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","7","","","","","","","","","","","","Ewaso Nyino River","0.003905205","Cattle","2021","6","30","10","4","Donkey","","","3","264381","53664","","","","","","","","","","","","","","","","","CT73"
"6/30/21","4","DSCN4194","3","1004","0.482478443","36.88383056","SH","","full","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light","","","11","","","","","","","","","","","","Ewaso Nyino River","0.003905205","","2021","6","30","10","4","Donkey","","","3","264381","53664","","","","","","","","","","","","","","","","",NA
"6/30/21","4","DSCN4195","1","1008","0.480585172","36.88058261","CC","","full","light","no rain","Grazing","hock","brown with some green","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","","medium","","","45","","","","","","","","","","","","","0.002764291","Cattle","2021","6","30","10","8","Donkey","","","3","264019.2827","53454.70596","","","","","","","","","","","","","","","","","CT74"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","CC","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","30","","","","","","","","","","","","","0.000464142","Cattle","2021","6","30","10","49","","","","4","263018.213","54784.44516","","","","","","","","","","","","","","","","","CT75"
"6/30/21","4","DSCN4195","3","1049","0.492604569","36.87158834","Comm_Camel","","full","light","no rain","Grazing","belly","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon nlemfuensis","thick","","","25","","","","","","","","","","","","","0.000464142","Camel","2021","6","30","10","49","","","","4","263018.213","54784.44516","","","","","","","","","","","","","","","","","CM17"
"6/30/21","4","DSCN4198","1","1057","0.500500265","36.87881359","SH","","full","no wind","no rain","Grazing","hock","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","thick","","","23","","","","","","","","","","","","","0.0005193","","2021","6","30","10","57","Goat","","","3","263823.0096","55657.5","","","","","","","","","","","","","","","","",NA
"6/30/21","4","DSCN4198","2","1104","0.501898328","36.33362094","CKC","","full","light","no rain","","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","","","80","","","","","","","","","","","","Boma","0.396893516","Cattle","2021","6","30","11","4","","","","2","203105.6418","55834.49067","","","","","","","","","","","","","","","","","CT76"
"6/30/21","4","DSCN4198","2","1104","0.501898328","36.33362094","Comm_Camel","","full","light","no rain","","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","","","open grassland","","","100","","","","","","","","","","","","Boma","0.396893516","Camel","2021","6","30","11","4","","","","2","203105.6418","55834.49067","","","","","","","","","","","","","","","","","CM18"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","CC","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","80","","","","","","","","","","","","Daraboi Area","0.003311459","Cattle","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","","","","","","","","","","","","","","","","","CT77"
"6/30/21","4","DSCN4199","3","1145","0.476935696","36.8532743","Comm_Camel","","full","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Cynodon plectostachyus","Cynodon nlemfuensis","Enteropogon macrostachyus","medium","","","90","","","","","","","","","","","","Daraboi Area","0.003311459","Camel","2021","6","30","11","45","Giraffe","","","4","260978.4167","53052","","","","","","","","","","","","","","","","","CM19"
"7/1/21","1","DSCN4540","2","1202","0.468543618","36.8274628","CC","","full","light","no rain","Walking","hock","brown","Pennisetum mezzianum","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","medium","","","60","","","","","","","","","","","","","0.00246426","Cattle","2021","7","1","12","2","","","","4","258104","52124.66025","","","","","","","","","","","","","","","","","CT78"
"7/1/21","1","DSCN4541","2","1306","0.501289724","36.84650926","MC","","full","no wind","no rain","Walking","hoof","brown","Cynodon nlemfuensis","Microchloa kunthii","","","open grassland","","","180","","","","","","","","","","","","","0.000807063","Cattle","2021","7","1","13","6","","","","2","260226","55746","","","","","","","","","","","","","","","","","CT79"
"7/1/21","4","DSCN4542","1","1015","0.467823764","34.74641507","CC","","full","no wind","no rain","Walking","hoof","brown","Cynodon dactylon","Pennisetum stramineum","Eragrostis porosa","","open grassland","","","60","","","","","","","","","","","","","1.983227774","Cattle","2021","7","1","10","15","","","","3","26163.67949","52152","","","","","","","","","","","","","","","","","CT80"
"7/1/21","4","DSCN4542","2","1023","0.477591892","36.87773371","ZC","","full","no wind","no rain","Grazing","hoof","brown","Pennisetum stramineum","Cynodon plectostachyus","Cyperus","","","","","150","","","","","","","","","","","","","0.000785499","Camel","2021","7","1","10","23","","","","3","263701.9616","53123.72964","","","","","","","","","","","","","","","","","CM20"
"7/1/21","4","DSCN4542","3","1030","0.479133487","36.88464886","CC","","full","no wind","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","45","","","","","","","","","","","","","0.000510487","Cattle","2021","7","1","10","30","Donkey","","","3","264472","53294","","","","","","","","","","","","","","","","","CT81"
"7/1/21","4","DSCN4543","1","1037","0.485610777","36.88773414","SH","","full","light","no rain","Grazing","hoof","brown","Cynodon dactylon","Cyperus","Aristida kenyensis","","light","","","40","","","","","","","","","","","","","0.000210969","","2021","7","1","10","37","Donkey","","","3","264815.7596","54010.31759","","","","","","","","","","","","","","","","",NA
